Customer ID,Gender,Age,Tenure in Months,Internet Type,Contract,Payment Method,Monthly Charge,Total Charges,Customer Status
2150-OEGBV,Male,31,27,,One Year,Bank Withdrawal,20.1,562.6,Stayed
2150-UWTFY,Female,21,22,DSL,Month-to-Month,Credit Card,61.15,1422.05,Churned
2150-WLKUW,Female,27,40,DSL,One Year,Bank Withdrawal,63.9,2635,Stayed
2153-MREFK,Female,55,37,Fiber Optic,One Year,Bank Withdrawal,99.2,3754.6,Churned
2154-KVJFF,Female,42,15,Fiber Optic,Month-to-Month,Bank Withdrawal,79.75,1111.85,Churned
2155-AMQRX,Female,37,28,Cable,Month-to-Month,Credit Card,54.9,1505.15,Stayed
2157-MXBJS,Male,20,13,Cable,One Year,Credit Card,75.3,989.45,Churned
2159-TURXX,Male,26,5,,Month-to-Month,Credit Card,20.05,95.55,Stayed
2160-GPFXD,Male,25,54,DSL,Two Year,Credit Card,65.65,3566.7,Stayed
2162-FRZAA,Male,45,63,DSL,Two Year,Bank Withdrawal,39.35,2395.05,Stayed
2164-SOQXL,Female,31,20,,Month-to-Month,Credit Card,20.05,406.05,Stayed
2165-VOEGB,Female,23,46,Fiber Optic,One Year,Bank Withdrawal,105.2,4822.85,Churned
2167-FQSTQ,Female,20,72,DSL,Two Year,Bank Withdrawal,92.4,6786.1,Stayed
2169-RRLFW,Female,48,71,,Two Year,Credit Card,25.6,1888.25,Stayed
2171-UDMFD,Male,22,32,,Month-to-Month,Credit Card,19.45,674.55,Stayed
2172-EJXVF,Female,65,71,Fiber Optic,One Year,Bank Withdrawal,105.9,7521.95,Stayed
2176-LVPNX,Female,69,71,DSL,Two Year,Credit Card,89.85,6293.45,Stayed
2176-OSJUV,Male,29,71,DSL,Two Year,Bank Withdrawal,65.15,4681.75,Stayed
2178-PMGCJ,Male,22,22,Fiber Optic,Month-to-Month,Credit Card,69.7,1490.4,Stayed
2180-DXNEG,Female,46,12,Fiber Optic,Month-to-Month,Bank Withdrawal,96,1062.1,Churned
2181-TIDSV,Male,47,68,,Two Year,Bank Withdrawal,19.95,1303.25,Stayed
2181-UAESM,Male,30,2,Cable,Month-to-Month,Bank Withdrawal,53.45,119.5,Joined
2186-QZEYA,Female,68,29,DSL,Two Year,Bank Withdrawal,58.55,1718.95,Stayed
2187-LZGPL,Female,36,7,DSL,Month-to-Month,Credit Card,40.1,293.3,Churned
2187-PKZAY,Male,23,12,Fiber Optic,Month-to-Month,Bank Withdrawal,79.95,1043.4,Stayed
2188-SXWVT,Female,31,34,DSL,One Year,Credit Card,55,1885.15,Stayed
2189-UXTKY,Female,27,22,DSL,Month-to-Month,Bank Withdrawal,79.2,1742.75,Churned
2189-WWOEW,Female,37,15,Fiber Optic,Month-to-Month,Bank Withdrawal,85.9,1269.55,Churned
2190-BCXEC,Female,61,40,Fiber Optic,Month-to-Month,Credit Card,78.85,3126.85,Stayed
2190-PHBHR,Female,22,72,Fiber Optic,Two Year,Credit Card,94.45,6921.7,Stayed
2192-CKRLV,Female,57,72,DSL,Two Year,Bank Withdrawal,49.2,3580.95,Stayed
2192-OZITF,Female,60,45,DSL,Two Year,Credit Card,73.55,3349.1,Stayed
2193-SFWQW,Male,47,72,Fiber Optic,Two Year,Bank Withdrawal,111.95,8033.1,Stayed
2194-IIQOF,Female,38,71,DSL,Two Year,Credit Card,89.3,6388.65,Stayed
2195-VVRJF,Male,74,18,DSL,Two Year,Credit Card,59.1,1011.05,Stayed
2195-ZRVAX,Female,40,47,Cable,Month-to-Month,Bank Withdrawal,85.3,4045.65,Churned
2197-OMWGI,Female,65,68,DSL,Two Year,Bank Withdrawal,53,3656.25,Stayed
2200-DSAAL,Female,52,68,DSL,Two Year,Bank Withdrawal,80.65,5330.2,Stayed
2202-CUYXZ,Male,25,1,Fiber Optic,Month-to-Month,Bank Withdrawal,84.85,84.85,Churned
2202-OUTMO,Female,59,34,DSL,Month-to-Month,Bank Withdrawal,60.85,2003.6,Stayed
2203-GHNWN,Female,24,24,Fiber Optic,Month-to-Month,Credit Card,79.65,1928.7,Stayed
2205-LPVGL,Male,71,58,Fiber Optic,One Year,Bank Withdrawal,89.85,5125.75,Stayed
2205-YMZZJ,Male,75,7,Fiber Optic,Month-to-Month,Bank Withdrawal,84.8,546.95,Churned
2207-NHRJK,Male,58,1,DSL,Month-to-Month,Bank Withdrawal,50.8,50.8,Churned
2207-OBZNX,Male,56,7,Cable,Month-to-Month,Mailed Check,51,354.05,Churned
2207-QPJED,Female,66,37,Fiber Optic,Two Year,Bank Withdrawal,90,3371.75,Stayed
2207-RYYRL,Male,34,52,,Two Year,Credit Card,24.55,1331.05,Stayed
2208-MPXIO,Female,42,45,,Two Year,Bank Withdrawal,20,886.4,Stayed
2208-NKVVH,Male,60,43,,Two Year,Credit Card,24.25,1077.95,Stayed
2208-NQBCT,Female,23,26,Fiber Optic,Month-to-Month,Bank Withdrawal,81.95,2070.05,Stayed
2208-UGTGR,Male,62,56,Fiber Optic,Month-to-Month,Bank Withdrawal,98.6,5581.05,Stayed
2209-XADXF,Female,40,1,DSL,Month-to-Month,Bank Withdrawal,25.25,25.25,Joined
2211-RMNHO,Female,36,68,Cable,Two Year,Bank Withdrawal,85.3,5560,Stayed
2212-LYASK,Male,25,27,DSL,One Year,Credit Card,45.85,1246.4,Stayed
2215-ZAFGX,Male,35,9,Fiber Optic,Month-to-Month,Bank Withdrawal,85.5,791.7,Stayed
2219-MVUSO,Male,59,8,Cable,Month-to-Month,Credit Card,45.15,438.4,Churned
2220-IAHLS,Female,49,1,,Month-to-Month,Credit Card,19.4,19.4,Joined
2223-GDSHL,Male,41,71,Fiber Optic,Two Year,Bank Withdrawal,116.05,8297.5,Stayed
2223-KAGMX,Female,47,15,,Month-to-Month,Bank Withdrawal,19.4,289.3,Churned
2225-ZRGSG,Female,38,70,Fiber Optic,Two Year,Bank Withdrawal,93.9,6579.05,Churned
2226-ICFDO,Female,39,72,DSL,Two Year,Credit Card,85.9,6110.75,Stayed
2227-JRSJX,Female,22,21,Fiber Optic,Month-to-Month,Bank Withdrawal,99.15,1956.4,Stayed
2228-BZDEE,Female,45,54,,Two Year,Credit Card,20.1,1079.45,Stayed
2229-DPMBI,Female,19,8,,Two Year,Credit Card,19.5,162.15,Stayed
2229-VWQJH,Female,34,24,DSL,Month-to-Month,Credit Card,49.3,1233.25,Stayed
2230-XTUWL,Female,20,48,,Two Year,Credit Card,19.55,883.35,Stayed
2232-DMLXU,Female,22,1,DSL,Month-to-Month,Credit Card,55.2,55.2,Churned
2233-FAGXV,Female,41,5,,Month-to-Month,Credit Card,24.3,132.25,Stayed
2233-TXSIU,Male,20,17,DSL,One Year,Credit Card,44.45,792.15,Stayed
2234-EOFPT,Male,48,72,DSL,Two Year,Bank Withdrawal,79.35,5753.25,Stayed
2234-XADUH,Female,30,72,Fiber Optic,One Year,Credit Card,103.2,7362.9,Stayed
2235-DWLJU,Female,75,6,DSL,Month-to-Month,Bank Withdrawal,44.4,263.05,Stayed
2235-EZAIK,Female,21,72,DSL,Two Year,Credit Card,-4,5401.9,Stayed
2235-ZGKPT,Female,36,4,Cable,Month-to-Month,Credit Card,50.85,239.55,Churned
2236-HILPA,Male,55,62,,Two Year,Credit Card,20.65,1218.45,Stayed
2237-ZFSMY,Female,29,39,Fiber Optic,One Year,Bank Withdrawal,95.55,3692.85,Churned
2239-CFOUJ,Male,27,1,,One Year,Credit Card,20.4,20.4,Joined
2239-CGBUZ,Female,56,51,Cable,One Year,Bank Withdrawal,60.5,3145.15,Stayed
2239-JALAW,Male,20,58,Fiber Optic,One Year,Bank Withdrawal,103.25,6017.65,Churned
2240-HSJQD,Male,44,38,Fiber Optic,Month-to-Month,Credit Card,81.85,3141.7,Stayed
2242-MFOTG,Male,29,33,Fiber Optic,One Year,Bank Withdrawal,80.1,2603.3,Stayed
2243-FNMMI,Male,20,20,,Month-to-Month,Credit Card,19.4,415.4,Stayed
2245-ADZFJ,Female,58,31,DSL,Two Year,Bank Withdrawal,80.55,2471.6,Stayed
2249-YPRNG,Female,57,20,Fiber Optic,Month-to-Month,Bank Withdrawal,105.85,2239.65,Churned
2250-IVBWA,Male,47,64,Fiber Optic,Month-to-Month,Bank Withdrawal,81.05,5135.35,Stayed
2251-PYLPB,Male,34,72,Cable,Two Year,Credit Card,79.55,5810.9,Stayed
2252-ISRNH,Male,22,9,Fiber Optic,One Year,Bank Withdrawal,-10,767.9,Stayed
2252-JHJGE,Male,24,61,Fiber Optic,One Year,Bank Withdrawal,104,6363.45,Stayed
2252-NKNSI,Male,63,52,DSL,Two Year,Credit Card,85.15,4461.85,Stayed
2253-KPMNB,Female,29,69,DSL,Two Year,Bank Withdrawal,46.25,3121.4,Stayed
2254-DLXRI,Female,33,1,Fiber Optic,Month-to-Month,Credit Card,79.15,79.15,Joined
2256-YLYLP,Male,45,68,DSL,Two Year,Bank Withdrawal,72.95,4953.25,Stayed
2257-BOVXD,Male,48,14,DSL,Month-to-Month,Credit Card,66.6,979.5,Stayed
2259-OUUSZ,Male,28,7,DSL,One Year,Credit Card,35.5,249.55,Stayed
2260-USTRB,Female,75,2,Fiber Optic,Month-to-Month,Bank Withdrawal,70.2,115.95,Churned
2262-SLNVK,Female,53,1,Fiber Optic,Month-to-Month,Bank Withdrawal,70.1,70.1,Joined
2263-SFSQZ,Male,46,51,,Two Year,Credit Card,24.95,1222.25,Stayed
2265-CYWIV,Female,68,4,Fiber Optic,Month-to-Month,Bank Withdrawal,99.6,347.65,Churned
2266-FUBDZ,Male,19,15,,Two Year,Credit Card,19.35,278.85,Stayed
2266-SJNAT,Female,21,72,Fiber Optic,One Year,Credit Card,109.15,7789.6,Stayed
2267-FPIMA,Male,27,50,Fiber Optic,Month-to-Month,Credit Card,94.4,4914.9,Stayed
2267-WTPYD,Female,77,57,Fiber Optic,Month-to-Month,Credit Card,94,5438.95,Stayed
2270-CHBFN,Female,46,44,Fiber Optic,Month-to-Month,Credit Card,95.1,4060.55,Stayed
2272-JKMSI,Female,42,62,Fiber Optic,One Year,Bank Withdrawal,110.8,6840.95,Stayed
2272-QAGFO,Female,75,14,Fiber Optic,Month-to-Month,Bank Withdrawal,74.3,1096.25,Churned
2272-UOINI,Female,44,7,Cable,Month-to-Month,Bank Withdrawal,78.5,571.05,Stayed
2272-WUSPA,Female,48,72,Fiber Optic,Two Year,Bank Withdrawal,110.75,7751.7,Stayed
2273-QCKXA,Male,39,1,Cable,Month-to-Month,Credit Card,49.05,49.05,Joined
2274-XUATA,Male,78,72,Cable,Two Year,Bank Withdrawal,63.1,4685.55,Stayed
2275-RBYQS,Female,38,1,DSL,Month-to-Month,Credit Card,45.4,45.4,Joined
2276-YDAVZ,Female,63,3,Fiber Optic,Month-to-Month,Credit Card,75.1,270.7,Churned
2277-AXSDC,Female,46,32,,One Year,Bank Withdrawal,19.75,624.15,Stayed
2277-BKJKN,Female,70,71,Fiber Optic,Two Year,Bank Withdrawal,99.2,7213.75,Stayed
2277-DJJDL,Male,69,60,Fiber Optic,Two Year,Bank Withdrawal,99,6017.9,Stayed
2277-VWCNI,Female,65,4,DSL,Two Year,Mailed Check,48.75,179.85,Stayed
2279-AXJJK,Male,27,52,Fiber Optic,Month-to-Month,Credit Card,95.65,5088.4,Stayed
2282-YGNOR,Female,42,29,DSL,One Year,Credit Card,58,1734.5,Stayed
2284-VFLKH,Male,23,49,Fiber Optic,One Year,Credit Card,99.25,4920.8,Stayed
2292-XQWSV,Male,19,40,DSL,One Year,Credit Card,60.3,2448.5,Stayed
2293-IJWPS,Female,39,57,Fiber Optic,One Year,Credit Card,100.75,5985,Stayed
2294-DMMUS,Female,25,62,DSL,Month-to-Month,Credit Card,70.45,4300.45,Stayed
2294-SALNE,Male,51,23,Fiber Optic,One Year,Credit Card,86.8,1940.8,Stayed
2296-DKZFP,Female,25,65,DSL,Two Year,Bank Withdrawal,71,4386.2,Stayed
2300-RQGOI,Female,33,38,,Two Year,Credit Card,20.05,741.5,Stayed
2302-ANTDP,Female,76,48,Fiber Optic,Month-to-Month,Bank Withdrawal,117.45,5438.9,Churned
2302-OUZXB,Male,62,72,DSL,Two Year,Bank Withdrawal,82.15,5784.3,Stayed
2303-PJYHN,Female,27,2,,Month-to-Month,Bank Withdrawal,19.85,52,Joined
2305-MRGLV,Male,31,28,Fiber Optic,Month-to-Month,Bank Withdrawal,76.55,2065.4,Stayed
2307-FYNNL,Male,67,65,Fiber Optic,Two Year,Bank Withdrawal,109.05,7108.2,Stayed
2308-STERM,Female,58,2,,Month-to-Month,Credit Card,19.4,61.05,Joined
2309-OSFEU,Male,42,10,DSL,Month-to-Month,Credit Card,33.9,298.45,Churned
2311-QYMUQ,Female,41,16,Fiber Optic,Month-to-Month,Credit Card,89.45,1430.25,Churned
2314-TNDJQ,Female,28,72,Cable,Two Year,Credit Card,55.65,3880.05,Stayed
2316-ESMLS,Female,54,12,DSL,One Year,Credit Card,33.15,444.75,Stayed
2320-JRSDE,Female,33,1,,Month-to-Month,Bank Withdrawal,19.9,19.9,Churned
2320-SLKMB,Female,46,26,Cable,Month-to-Month,Credit Card,44.45,1183.8,Stayed
2320-TZRRH,Female,38,20,,One Year,Credit Card,19.5,403.15,Stayed
2320-YKQBO,Female,51,7,,Month-to-Month,Credit Card,19.3,144.95,Stayed
2321-OMBXY,Female,55,38,DSL,One Year,Credit Card,80.3,3058.65,Churned
2322-VCZHZ,Male,70,23,Fiber Optic,Month-to-Month,Bank Withdrawal,90,2024.1,Stayed
2323-ARSVR,Male,51,67,Fiber Optic,Two Year,Bank Withdrawal,111.05,7321.05,Stayed
2324-AALNO,Female,63,48,,One Year,Bank Withdrawal,24.55,1203.95,Stayed
2324-EFHVG,Male,37,64,Fiber Optic,Two Year,Bank Withdrawal,104.4,6692.65,Stayed
2325-NBPZG,Female,20,3,Fiber Optic,Month-to-Month,Bank Withdrawal,74.55,233.65,Joined
2325-WINES,Female,44,32,Fiber Optic,One Year,Credit Card,104.05,3416.85,Stayed
2325-ZUSFD,Female,46,57,DSL,One Year,Bank Withdrawal,70.1,3913.3,Churned
2330-PQGDQ,Male,36,51,Fiber Optic,One Year,Bank Withdrawal,84.2,4299.75,Stayed
2332-EFBJY,Male,35,16,,Month-to-Month,Credit Card,19.7,342.4,Churned
2332-TODQS,Female,44,48,,One Year,Credit Card,25.05,1171.5,Stayed
2333-KWEWW,Male,64,18,,Two Year,Credit Card,20.05,388.6,Stayed
2335-GSODA,Male,36,23,DSL,Two Year,Credit Card,40.1,857.75,Stayed
2338-BQEZT,Female,38,55,DSL,Month-to-Month,Credit Card,50.55,2832.75,Stayed
2342-CKIAO,Female,39,2,,Month-to-Month,Credit Card,20.3,41.2,Joined
2344-JMOGN,Male,54,9,Fiber Optic,Month-to-Month,Credit Card,94.85,890.6,Churned
2346-CZYIL,Male,42,27,,Two Year,Credit Card,20.35,531.6,Stayed
2346-DJQTB,Female,54,35,DSL,Month-to-Month,Bank Withdrawal,24.15,812.5,Stayed
2346-LOCWC,Female,52,58,,Two Year,Credit Card,20.5,1191.4,Stayed
2347-WKKAE,Male,52,42,Fiber Optic,Month-to-Month,Bank Withdrawal,94.4,4014.6,Stayed
2348-KCJLT,Female,60,44,Cable,One Year,Credit Card,61.5,2722.2,Stayed
2351-BKRZW,Female,30,43,Cable,Two Year,Bank Withdrawal,75.2,3254.35,Stayed
2351-RRBUE,Female,20,7,,One Year,Mailed Check,-2,134.05,Stayed
2357-COQEK,Female,79,28,Fiber Optic,Month-to-Month,Bank Withdrawal,103.3,2890.65,Churned
2359-KLTEK,Female,25,41,Fiber Optic,Month-to-Month,Bank Withdrawal,94.9,3848,Stayed
2359-KMGLI,Male,52,24,Fiber Optic,Month-to-Month,Bank Withdrawal,80.25,1861.5,Churned
2359-QWQUL,Female,35,39,Fiber Optic,One Year,Credit Card,104.7,4134.85,Churned
2360-RDGRO,Male,48,65,Fiber Optic,Month-to-Month,Bank Withdrawal,104.25,6812.95,Stayed
2361-FJWNO,Male,55,40,Cable,One Year,Credit Card,36,1382.9,Stayed
2361-UPSND,Female,45,46,DSL,One Year,Credit Card,70.6,3231.05,Stayed
2362-IBOOY,Male,22,36,Fiber Optic,Month-to-Month,Bank Withdrawal,84.75,3050.15,Churned
2363-BJLSL,Male,49,62,DSL,Month-to-Month,Bank Withdrawal,80.4,4981.15,Stayed
2364-UFROM,Male,47,30,Cable,One Year,Bank Withdrawal,70.4,2044.75,Stayed
2368-GAKKQ,Female,28,70,Fiber Optic,Two Year,Bank Withdrawal,113.65,7939.25,Stayed
2369-FEVNO,Male,36,1,,Month-to-Month,Credit Card,19.9,19.9,Joined
2369-UAPKZ,Male,43,5,Fiber Optic,Month-to-Month,Mailed Check,104.1,541.9,Churned
2371-JQHZZ,Male,54,24,Fiber Optic,Month-to-Month,Bank Withdrawal,93,2248.05,Stayed
2371-JUNGC,Male,46,11,,Month-to-Month,Credit Card,20.25,208,Stayed
2371-KFUOG,Male,54,58,Fiber Optic,One Year,Bank Withdrawal,99.15,5720.95,Stayed
2372-HWUHI,Male,45,2,DSL,Month-to-Month,Bank Withdrawal,44.35,81.25,Churned
2373-NTKOD,Male,40,8,Cable,Month-to-Month,Bank Withdrawal,66.25,546.45,Stayed
2378-HTWFW,Male,78,35,Fiber Optic,Month-to-Month,Credit Card,91,3180.5,Stayed
2378-VTKDH,Male,76,65,Fiber Optic,Month-to-Month,Bank Withdrawal,104.35,6578.55,Stayed
2378-YIZKA,Female,61,68,DSL,Two Year,Credit Card,85,5607.75,Stayed
2379-ENZGV,Male,61,6,Fiber Optic,Month-to-Month,Bank Withdrawal,84.85,523.5,Churned
2379-GYFLQ,Male,31,46,Fiber Optic,One Year,Credit Card,94.9,4422.95,Stayed
2380-DAMQP,Female,63,72,Fiber Optic,Two Year,Bank Withdrawal,115.15,8349.7,Stayed
2382-BCKQJ,Female,41,62,Fiber Optic,One Year,Bank Withdrawal,100.15,6413.65,Churned
2384-OVPSA,Female,65,38,,Two Year,Mailed Check,20.2,735.9,Stayed
2386-LAHRK,Male,22,1,DSL,Month-to-Month,Mailed Check,53.5,53.5,Churned
2386-OWURY,Female,20,58,Fiber Optic,Month-to-Month,Bank Withdrawal,95.3,5817.7,Stayed
2387-KDZQY,Male,46,17,,One Year,Credit Card,20.1,279.5,Stayed
2388-LAESQ,Female,74,72,Fiber Optic,Two Year,Bank Withdrawal,114.85,8317.95,Stayed
2391-IPLOP,Male,25,50,Cable,One Year,Bank Withdrawal,69.65,3442.15,Stayed
2391-SOORI,Male,40,4,DSL,Month-to-Month,Bank Withdrawal,49.35,219.65,Churned
2393-DIVAI,Female,40,3,,Month-to-Month,Credit Card,20,61.7,Joined
2397-BRLOM,Male,67,8,Fiber Optic,Month-to-Month,Credit Card,80.45,583.45,Churned
2398-YPMUR,Female,77,13,Fiber Optic,Month-to-Month,Bank Withdrawal,70.15,916.75,Churned
2400-FEQME,Male,57,55,,Two Year,Credit Card,20.5,1177.95,Stayed
2400-XIWIO,Female,30,71,Cable,Two Year,Bank Withdrawal,90.1,6310.9,Stayed
2402-TAIRZ,Female,48,37,Fiber Optic,One Year,Bank Withdrawal,80.05,3019.1,Stayed
2403-BCASL,Male,66,41,Cable,One Year,Bank Withdrawal,111.95,4534.9,Churned
2404-JIBFC,Female,37,55,DSL,Two Year,Bank Withdrawal,85.1,4657.95,Stayed
2405-LBMUW,Female,25,61,DSL,One Year,Bank Withdrawal,50.7,3088.75,Stayed
2408-PSJVE,Male,41,44,DSL,Month-to-Month,Credit Card,-7,2924.05,Stayed
2408-TZMJL,Male,43,59,Fiber Optic,One Year,Bank Withdrawal,110.15,6448.05,Churned
2408-WITXK,Female,67,10,DSL,Month-to-Month,Bank Withdrawal,34.7,329.8,Churned
2410-CIYFZ,Male,42,2,,Month-to-Month,Mailed Check,20.4,42.9,Joined
2418-TPEUN,Female,58,56,,Two Year,Credit Card,19.8,1119.9,Stayed
2419-FSORS,Male,29,72,Fiber Optic,Two Year,Bank Withdrawal,108.4,7719.5,Stayed
2424-WVHPL,Male,79,1,Fiber Optic,One Year,Bank Withdrawal,74.7,74.7,Joined
2428-HYUNX,Male,74,44,,Two Year,Credit Card,19.35,847.25,Stayed
2428-ZMCTB,Male,24,10,,Month-to-Month,Credit Card,19.75,208.25,Stayed
2429-AYKKO,Male,52,72,,Two Year,Bank Withdrawal,19.85,1434.1,Stayed
2430-RRYUW,Male,32,66,DSL,One Year,Mailed Check,54.8,3465.7,Stayed
2430-USGXP,Male,44,24,Fiber Optic,Month-to-Month,Bank Withdrawal,-1,2391.8,Churned
2432-TFSMK,Male,43,18,Fiber Optic,One Year,Credit Card,89.6,1633,Stayed
2433-KMEAS,Male,62,22,DSL,Month-to-Month,Bank Withdrawal,54.45,1127.35,Churned
2434-EEVDB,Female,45,64,Fiber Optic,Two Year,Credit Card,94.6,5948.7,Stayed
2436-QBZFP,Female,53,22,DSL,Month-to-Month,Bank Withdrawal,39.2,849.9,Stayed
2439-LYPMQ,Male,79,38,Fiber Optic,Two Year,Bank Withdrawal,102.6,4009.2,Stayed
2439-QKJUL,Male,31,5,,Month-to-Month,Credit Card,20.25,109.8,Stayed
2446-BEGGB,Female,79,6,Fiber Optic,Month-to-Month,Bank Withdrawal,98.25,560.6,Churned
2446-PLQVO,Male,32,1,Fiber Optic,Month-to-Month,Bank Withdrawal,70.3,70.3,Churned
2446-ZKVAF,Male,19,18,DSL,Month-to-Month,Credit Card,56.8,1074.65,Stayed
2450-ZKEED,Female,33,11,DSL,One Year,Bank Withdrawal,53.8,651.55,Stayed
2451-YMUXS,Male,79,67,DSL,Two Year,Bank Withdrawal,64.55,4250.1,Stayed
2452-KDRRH,Male,76,67,Fiber Optic,Two Year,Credit Card,101.4,6841.05,Stayed
2452-MRMZF,Female,70,72,,Two Year,Credit Card,25.7,1937.4,Stayed
2452-SNHFZ,Female,19,47,Fiber Optic,Month-to-Month,Credit Card,75.45,3545.1,Stayed
2453-SAFNS,Female,68,54,Cable,One Year,Credit Card,72.1,3886.05,Stayed
2454-RPBRZ,Female,67,12,Fiber Optic,Month-to-Month,Bank Withdrawal,98.1,1060.2,Churned
2455-USLMV,Female,30,31,Fiber Optic,Month-to-Month,Credit Card,84.75,2613.4,Stayed
2458-EOMRE,Female,19,11,DSL,Month-to-Month,Bank Withdrawal,64.05,733.95,Stayed
2460-FPSYH,Female,72,40,Cable,Month-to-Month,Bank Withdrawal,55.8,2109.35,Churned
2460-NGXBJ,Male,65,11,Fiber Optic,One Year,Credit Card,75.2,775.3,Stayed
2462-XIIJB,Male,33,5,Fiber Optic,Month-to-Month,Bank Withdrawal,92.5,452.7,Churned
2465-BLLEU,Male,31,1,,Month-to-Month,Credit Card,19.75,19.75,Joined
2466-FCCPT,Female,50,20,,One Year,Bank Withdrawal,-4,395.6,Stayed
2466-NEJOJ,Male,58,8,,Month-to-Month,Credit Card,19.65,169.75,Stayed
2468-SJFLM,Male,37,1,Fiber Optic,Month-to-Month,Mailed Check,74.3,74.3,Joined
2469-DTSGX,Female,72,72,Fiber Optic,Two Year,Bank Withdrawal,111.65,7943.45,Stayed
2472-OVKUP,Male,39,6,Fiber Optic,Month-to-Month,Bank Withdrawal,91,531,Churned
2474-BRUCM,Male,76,40,Fiber Optic,Month-to-Month,Bank Withdrawal,101.85,4086.3,Churned
2474-LCNUE,Female,20,23,Cable,Month-to-Month,Credit Card,73.65,1642.75,Stayed
2475-MROZF,Male,36,30,Fiber Optic,Month-to-Month,Credit Card,95,2852.4,Stayed
2476-YGEFM,Female,24,29,Fiber Optic,Month-to-Month,Credit Card,76,2215.25,Stayed
2478-EEWWM,Male,21,59,DSL,Month-to-Month,Bank Withdrawal,44.3,2666.75,Stayed
2479-BRAMR,Male,74,41,Fiber Optic,Month-to-Month,Bank Withdrawal,83.75,3273.55,Churned
2480-EJWYP,Female,66,58,Fiber Optic,One Year,Bank Withdrawal,97.8,5458.8,Stayed
2480-JZOSN,Female,64,1,,Month-to-Month,Credit Card,20.65,20.65,Joined
2480-SQIOB,Male,40,4,DSL,Month-to-Month,Bank Withdrawal,44.8,169.65,Stayed
2481-SBOYW,Female,62,61,,Two Year,Credit Card,25,1498.35,Stayed
2482-CZGBB,Male,41,10,Fiber Optic,Month-to-Month,Bank Withdrawal,70,740,Churned
2483-XSSMZ,Female,22,39,DSL,One Year,Bank Withdrawal,47.85,1886.4,Stayed
2484-DGXPZ,Female,45,31,,Month-to-Month,Credit Card,19.55,658.95,Churned
2485-ITVKB,Female,36,2,DSL,Month-to-Month,Bank Withdrawal,35.1,68.75,Churned
2486-WYVVE,Male,47,31,DSL,One Year,Credit Card,79.3,2484,Stayed
2495-INZWQ,Male,44,4,Cable,Month-to-Month,Bank Withdrawal,44.55,174.3,Churned
2495-KZNFB,Female,26,33,Fiber Optic,Month-to-Month,Bank Withdrawal,90.65,2989.6,Stayed
2495-TTHBQ,Female,52,4,,One Year,Credit Card,20.4,84.75,Stayed
2498-XLDZR,Female,26,32,DSL,Two Year,Credit Card,73.6,2316.85,Stayed
2499-AJYUA,Female,69,72,Fiber Optic,Two Year,Credit Card,110.8,7882.25,Stayed
2501-XWWTZ,Male,51,11,Fiber Optic,Month-to-Month,Bank Withdrawal,70.2,760.05,Stayed
2504-DSHIH,Male,66,23,Fiber Optic,One Year,Bank Withdrawal,86.8,1975.85,Stayed
2506-CLAKW,Female,20,6,Fiber Optic,Month-to-Month,Bank Withdrawal,98.15,567.45,Churned
2506-TNFCO,Female,76,1,Fiber Optic,Month-to-Month,Bank Withdrawal,69.55,69.55,Churned
2507-QZPQS,Male,24,15,Fiber Optic,Month-to-Month,Bank Withdrawal,95.7,1451.1,Stayed
2509-TFPJU,Male,62,72,,Two Year,Credit Card,25.75,1864.2,Stayed
2511-ALLCS,Female,38,35,,Two Year,Bank Withdrawal,24.3,821.6,Stayed
2511-MORQY,Male,46,50,DSL,One Year,Bank Withdrawal,54.9,2614.1,Stayed
2514-GINMM,Male,60,1,Fiber Optic,Month-to-Month,Bank Withdrawal,79.5,79.5,Churned
2516-VQRRV,Female,77,2,Fiber Optic,Month-to-Month,Credit Card,75.45,158.4,Churned
2516-XSJKX,Female,20,41,DSL,Two Year,Bank Withdrawal,78.45,3126.45,Stayed
2519-ERQOJ,Male,74,33,Cable,One Year,Bank Withdrawal,54.6,1803.7,Stayed
2519-FAKOD,Male,30,38,Fiber Optic,Month-to-Month,Bank Withdrawal,99.25,3777.15,Churned
2519-LBNQL,Male,80,60,Fiber Optic,One Year,Bank Withdrawal,104.35,6339.45,Stayed
2519-TWKFS,Male,34,25,DSL,One Year,Credit Card,55.1,1466.1,Stayed
2520-SGTTA,Female,23,10,,Two Year,Credit Card,20,200,Stayed
2521-NPUZR,Male,26,70,Fiber Optic,Two Year,Credit Card,101,7085.5,Stayed
2522-AHJXR,Male,36,60,Fiber Optic,Month-to-Month,Bank Withdrawal,109.45,6572.85,Stayed
2522-WLNSF,Female,74,34,Cable,One Year,Bank Withdrawal,64.2,2106.3,Stayed
2523-EWWZL,Female,26,27,Fiber Optic,Month-to-Month,Bank Withdrawal,76.1,2093.4,Stayed
2525-GVKQU,Female,60,60,,Two Year,Credit Card,20.6,1093,Stayed
2528-HFYZX,Male,66,17,Fiber Optic,Month-to-Month,Bank Withdrawal,76.45,1233.4,Churned
2530-ENDWQ,Female,55,71,Fiber Optic,Two Year,Bank Withdrawal,93.7,6585.35,Churned
2530-FMFXO,Male,38,56,Fiber Optic,Two Year,Bank Withdrawal,103.2,5873.75,Stayed
2533-QVMSK,Male,46,61,Fiber Optic,Two Year,Bank Withdrawal,94.1,5638.3,Churned
2533-TIBIX,Male,59,15,Cable,Month-to-Month,Bank Withdrawal,30.2,469.65,Stayed
